"smCOG name","main annotation","TAILORING","TRANSPORT","CORE","REGULATOR","OTHER"
"SMCOG10534","OTHER","0","0","0","0","99"
"SMCOG10535","REGULATOR","0","1","0","67","31"
"SMCOG10536","TRANSPORT","1","66","0","0","32"
"SMCOG10537","OTHER","0","0","0","0","99"
"SMCOG10538","OTHER","0","0","0","0","98"
"SMCOG10539","OTHER","0","0","0","1","97"
"SMCOG10540","OTHER","0","0","0","0","98"
"SMCOG10541","TRANSPORT","0","87","0","0","11"
"SMCOG10542","OTHER","0","0","0","0","98"
"SMCOG10543","OTHER","0","0","0","0","98"
"SMCOG10544","REGULATOR","0","0","0","87","11"
"SMCOG10545","REGULATOR","0","0","0","49","49"
"SMCOG10546","OTHER","0","0","0","0","98"
"SMCOG10547","OTHER","0","0","0","0","98"
"SMCOG10548","CORE","0","0","76","0","21"
"SMCOG10549","OTHER","1","0","0","1","95"
"SMCOG10550","OTHER","0","28","0","0","69"
"SMCOG10551","TAILORING","84","8","0","0","3"
"SMCOG10552","TRANSPORT","0","85","0","0","12"
"SMCOG10553","OTHER","1","0","0","0","96"
"SMCOG10554","OTHER","5","0","0","0","92"
"SMCOG10555","TAILORING","53","0","0","0","44"
"SMCOG10556","TAILORING","46","0","0","0","51"
"SMCOG10557","OTHER","0","0","0","0","97"
"SMCOG10558","OTHER","0","0","0","0","97"
"SMCOG10559","OTHER","0","0","0","2","95"
"SMCOG10560","OTHER","0","16","0","0","80"
"SMCOG10561","TRANSPORT","0","48","0","2","46"
"SMCOG10562","REGULATOR","0","0","0","86","10"
"SMCOG10563","TRANSPORT","0","63","0","0","33"
"SMCOG10564","OTHER","33","0","0","0","63"
"SMCOG10565","TAILORING","45","0","0","1","50"
"SMCOG10566","OTHER","0","0","0","0","96"
"SMCOG10567","TAILORING","51","0","0","0","45"
"SMCOG10568","OTHER","0","0","0","0","96"
"SMCOG10569","OTHER","0","0","0","1","94"
"SMCOG10570","OTHER","0","0","0","0","95"
"SMCOG10571","OTHER","0","1","0","0","94"
"SMCOG10572","TAILORING","69","0","0","0","26"
"SMCOG10573","OTHER","0","0","0","0","95"
"SMCOG10574","OTHER","14","0","0","22","58"
"SMCOG10575","OTHER","0","16","0","0","79"
"SMCOG10576","OTHER","0","0","0","7","87"
"SMCOG10577","OTHER","34","0","0","0","60"
"SMCOG10578","TAILORING","90","0","0","0","4"
"SMCOG10579","TAILORING","87","0","0","0","7"
"SMCOG10580","OTHER","0","0","0","0","94"
"SMCOG10581","OTHER","0","24","0","1","69"
"SMCOG10582","REGULATOR","0","0","0","70","24"
"SMCOG10583","MIXED","24","0","19","0","50"
"SMCOG10584","TAILORING","46","0","12","0","35"
"SMCOG10585","TAILORING","48","0","0","5","40"
"SMCOG10586","OTHER","30","0","2","0","61"
"SMCOG10587","REGULATOR","0","0","2","60","31"
"SMCOG10588","OTHER","5","0","0","0","88"
"SMCOG10589","CORE","0","0","64","0","29"
"SMCOG10590","OTHER","1","0","0","0","92"
"SMCOG10591","OTHER","0","0","0","0","92"
"SMCOG10592","OTHER","0","0","0","25","67"
"SMCOG10593","OTHER","0","0","0","0","92"
"SMCOG10594","OTHER","17","0","0","0","75"
"SMCOG10595","TRANSPORT","0","63","0","2","27"
"SMCOG10596","OTHER","0","0","0","0","92"
"SMCOG10597","TAILORING","52","0","0","0","39"
"SMCOG10598","OTHER","0","0","0","0","91"
"SMCOG10599","CORE","0","0","74","0","17"
"SMCOG10600","REGULATOR","0","0","0","72","19"
"SMCOG10601","TAILORING","63","15","0","0","13"
"SMCOG10602","OTHER","0","0","0","0","91"
"SMCOG10603","OTHER","0","31","0","0","60"
"SMCOG10604","CORE","2","0","74","0","14"
"SMCOG10605","OTHER","0","0","2","0","87"
"SMCOG10606","OTHER","32","0","0","0","57"
"SMCOG10607","MIXED","20","0","26","0","43"
"SMCOG10608","OTHER","4","0","0","0","85"
"SMCOG10609","TAILORING","55","0","0","0","34"
"SMCOG10610","TAILORING","61","0","0","0","27"
"SMCOG10611","REGULATOR","0","0","0","53","35"
"SMCOG10612","CORE","9","0","51","0","28"
"SMCOG10613","CORE","6","0","42","0","40"
"SMCOG10614","OTHER","0","0","0","0","88"
"SMCOG10615","OTHER","0","0","0","0","88"
"SMCOG10616","REGULATOR","0","0","0","78","10"
"SMCOG10617","OTHER","6","0","0","0","82"
"SMCOG10618","OTHER","0","0","14","0","74"
"SMCOG10619","OTHER","0","0","0","0","88"
"SMCOG10620","OTHER","0","0","0","0","88"
"SMCOG10621","CORE","1","0","75","0","12"
"SMCOG10622","TRANSPORT","0","76","0","0","12"
"SMCOG10623","OTHER","0","0","0","0","88"
"SMCOG10624","OTHER","0","0","0","0","88"
"SMCOG10625","OTHER","0","0","0","0","88"
"SMCOG10626","OTHER","0","0","0","0","87"
"SMCOG10627","CORE","1","0","35","0","51"
"SMCOG10628","TAILORING","64","0","0","0","23"
"SMCOG10629","TAILORING","58","0","0","0","29"
"SMCOG10630","TRANSPORT","0","36","0","0","51"
"SMCOG10631","TAILORING","78","0","0","0","9"
"SMCOG10632","OTHER","0","0","0","2","85"
"SMCOG10633","OTHER","0","0","0","0","87"
"SMCOG10634","TAILORING","48","0","0","1","38"
"SMCOG10635","OTHER","15","0","0","0","72"
"SMCOG10636","CORE","1","0","52","0","34"
"SMCOG10637","OTHER","0","0","0","0","87"
"SMCOG10638","TRANSPORT","7","47","0","0","33"
"SMCOG10639","OTHER","13","0","0","0","74"
"SMCOG10640","OTHER","0","0","0","0","87"
"SMCOG10641","OTHER","0","0","0","0","86"
"SMCOG10642","TAILORING","75","0","0","0","11"
"SMCOG10643","TAILORING","83","0","0","0","3"
"SMCOG10644","TAILORING","76","0","0","0","10"
"SMCOG10645","OTHER","0","0","0","0","86"
"SMCOG10646","OTHER","0","0","0","0","86"
"SMCOG10647","OTHER","0","0","0","0","86"
"SMCOG10648","TAILORING","81","0","0","0","5"
"SMCOG10649","OTHER","0","0","0","0","86"
"SMCOG10650","OTHER","0","14","0","0","72"
"SMCOG10651","REGULATOR","0","0","0","54","32"
"SMCOG10652","TRANSPORT","0","58","0","0","28"
"SMCOG10653","CORE","0","0","60","0","25"
"SMCOG10654","OTHER","0","0","0","0","85"
"SMCOG10655","TAILORING","70","0","1","0","14"
"SMCOG10656","OTHER","0","0","0","0","85"
"SMCOG10657","TRANSPORT","0","78","0","0","7"
"SMCOG10658","OTHER","19","0","0","0","66"
"SMCOG10659","CORE","13","0","53","0","19"
"SMCOG10660","OTHER","0","0","0","0","85"
"SMCOG10661","TAILORING","77","0","0","0","7"
"SMCOG10662","TAILORING","72","0","0","0","12"
"SMCOG10663","OTHER","1","0","0","0","83"
"SMCOG10664","OTHER","0","0","0","0","84"
"SMCOG10665","OTHER","0","0","0","0","84"
"SMCOG10666","TAILORING","76","0","0","0","8"
"SMCOG10667","OTHER","2","0","0","0","82"
"SMCOG10668","OTHER","0","0","0","0","84"
"SMCOG10669","OTHER","4","0","0","0","80"
"SMCOG10670","TAILORING","49","0","0","0","35"
"SMCOG10671","REGULATOR","0","0","0","68","15"
"SMCOG10672","OTHER","0","0","0","0","83"
"SMCOG10673","TAILORING","64","0","1","0","18"
"SMCOG10674","OTHER","0","0","0","0","83"
"SMCOG10675","OTHER","0","0","0","0","83"
"SMCOG10676","TAILORING","66","0","0","0","17"
"SMCOG10677","OTHER","0","0","0","0","83"
"SMCOG10678","OTHER","0","0","0","0","83"
"SMCOG10679","OTHER","0","16","0","0","67"
"SMCOG10680","OTHER","0","0","9","0","73"
"SMCOG10681","OTHER","19","0","0","0","63"
"SMCOG10682","MIXED","30","0","8","0","44"
"SMCOG10683","OTHER","0","0","0","23","59"
"SMCOG10684","OTHER","0","0","0","0","82"
"SMCOG10685","TRANSPORT","1","74","0","0","5"
"SMCOG10686","TAILORING","53","0","0","1","27"
"SMCOG10687","TAILORING","64","0","0","0","17"
"SMCOG10688","OTHER","0","0","0","0","81"
"SMCOG10689","TAILORING","66","0","0","0","15"
"SMCOG10690","OTHER","0","0","6","0","75"
"SMCOG10691","TAILORING","56","17","0","0","8"
"SMCOG10692","OTHER","1","0","0","0","80"
"SMCOG10693","OTHER","0","0","1","0","79"
"SMCOG10694","OTHER","0","0","0","0","80"
"SMCOG10695","OTHER","0","0","2","0","78"
"SMCOG10696","OTHER","1","0","0","0","79"
"SMCOG10697","TAILORING","50","1","0","0","29"
"SMCOG10698","TRANSPORT","0","40","0","0","40"
"SMCOG10699","OTHER","0","0","0","0","80"
"SMCOG10700","OTHER","26","0","0","0","54"
"SMCOG10701","OTHER","0","0","0","0","79"
"SMCOG10702","REGULATOR","0","0","0","45","34"
"SMCOG10703","OTHER","0","0","8","0","71"
"SMCOG10704","OTHER","0","0","0","0","79"
"SMCOG10705","OTHER","1","0","0","0","78"
"SMCOG10706","OTHER","0","0","0","0","79"
"SMCOG10707","TAILORING","69","0","0","0","10"
"SMCOG10708","TRANSPORT","0","69","0","0","10"
"SMCOG10709","OTHER","0","0","0","0","79"
"SMCOG10710","OTHER","0","0","0","0","79"
"SMCOG10711","CORE","0","0","66","0","13"
"SMCOG10712","TAILORING","46","0","0","0","32"
"SMCOG10713","OTHER","9","0","0","0","69"
"SMCOG10714","TAILORING","44","0","0","0","34"
"SMCOG10715","OTHER","11","0","4","0","63"
"SMCOG10716","OTHER","0","0","0","1","77"
"SMCOG10717","OTHER","9","0","0","0","68"
"SMCOG10718","OTHER","2","0","0","2","73"
"SMCOG10719","TAILORING","71","0","0","0","6"
"SMCOG10720","TRANSPORT","0","72","0","0","5"
"SMCOG10721","TAILORING","76","0","0","0","1"
"SMCOG10722","REGULATOR","0","0","0","72","5"
"SMCOG10723","TRANSPORT","0","65","0","0","12"
"SMCOG10724","OTHER","0","2","0","4","71"
"SMCOG10725","TAILORING","42","0","0","0","34"
"SMCOG10726","TAILORING","65","0","0","0","11"
"SMCOG10727","OTHER","0","25","0","0","51"
"SMCOG10728","OTHER","20","0","0","0","56"
"SMCOG10729","TAILORING","64","0","0","0","12"
"SMCOG10730","TAILORING","61","0","0","0","15"
"SMCOG10731","OTHER","0","0","0","0","76"
"SMCOG10732","TAILORING","70","0","0","0","6"
"SMCOG10733","TRANSPORT","0","46","0","1","29"
"SMCOG10734","TRANSPORT","0","68","0","0","8"
"SMCOG10735","CORE","1","0","38","0","36"
"SMCOG10736","OTHER","2","0","0","1","72"
"SMCOG10737","REGULATOR","0","0","0","67","8"
"SMCOG10738","TAILORING","55","0","0","0","20"
"SMCOG10739","REGULATOR","0","0","0","67","8"
"SMCOG10740","CORE","9","0","59","0","7"
"SMCOG10741","OTHER","19","0","0","0","56"
"SMCOG10742","OTHER","0","1","5","0","69"
"SMCOG10743","OTHER","13","0","0","0","62"
"SMCOG10744","TAILORING","70","0","1","0","4"
"SMCOG10745","OTHER","0","0","0","0","75"
"SMCOG10746","TAILORING","39","0","0","0","36"
"SMCOG10747","OTHER","0","0","0","0","75"
"SMCOG10748","TAILORING","68","0","0","0","7"
"SMCOG10749","OTHER","0","0","0","0","75"
"SMCOG10750","TAILORING","60","0","0","0","15"
"SMCOG10751","CORE","1","0","65","0","9"
"SMCOG10752","TRANSPORT","0","73","0","0","2"
"SMCOG10753","OTHER","22","0","5","0","48"
"SMCOG10754","OTHER","0","0","0","0","75"
"SMCOG10755","OTHER","23","0","0","0","52"
"SMCOG10756","OTHER","29","0","0","0","46"
"SMCOG10757","TAILORING","66","0","0","0","9"
"SMCOG10758","OTHER","0","0","0","12","62"
"SMCOG10759","CORE","0","0","66","0","8"
"SMCOG10760","OTHER","16","0","0","1","57"
"SMCOG10761","OTHER","0","0","0","0","74"
"SMCOG10762","TAILORING","40","0","0","0","34"
"SMCOG10763","TAILORING","68","0","0","0","6"
"SMCOG10764","OTHER","0","0","0","0","74"
"SMCOG10765","OTHER","19","0","0","0","54"
"SMCOG10766","OTHER","1","0","0","0","72"
"SMCOG10767","TAILORING","59","0","0","0","14"
"SMCOG10768","OTHER","0","0","0","0","73"
"SMCOG10769","OTHER","0","0","17","0","56"
"SMCOG10770","OTHER","0","0","0","0","73"
"SMCOG10771","OTHER","0","0","0","0","73"
"SMCOG10772","OTHER","1","0","0","17","55"
"SMCOG10773","OTHER","15","0","0","0","58"
"SMCOG10774","TRANSPORT","0","66","0","0","7"
"SMCOG10775","TAILORING","70","0","0","0","3"
"SMCOG10776","OTHER","0","0","0","22","51"
"SMCOG10777","TAILORING","59","0","0","0","13"
"SMCOG10778","TAILORING","40","0","0","0","32"
"SMCOG10779","OTHER","0","0","0","0","72"
"SMCOG10780","CORE","0","0","55","0","17"
"SMCOG10781","TAILORING","30","0","0","0","42"
"SMCOG10782","TAILORING","66","0","0","0","6"
"SMCOG10783","CORE","13","0","43","0","16"
"SMCOG10784","OTHER","0","0","0","0","72"
"SMCOG10785","OTHER","1","0","0","0","71"
"SMCOG10786","OTHER","0","0","0","0","72"
"SMCOG10787","CORE","2","0","43","0","27"
"SMCOG10788","TAILORING","67","0","0","0","5"
"SMCOG10789","TAILORING","69","0","0","0","3"
"SMCOG10790","OTHER","0","0","0","0","72"
"SMCOG10791","TAILORING","47","0","0","0","25"
"SMCOG10792","TAILORING","65","0","0","0","7"
"SMCOG10793","TAILORING","44","0","0","0","28"
"SMCOG10794","OTHER","1","0","0","0","71"
"SMCOG10795","OTHER","0","0","0","3","69"
"SMCOG10796","OTHER","0","0","0","0","71"
"SMCOG10797","OTHER","0","0","0","0","71"
"SMCOG10798","OTHER","0","0","0","0","71"
"SMCOG10799","TAILORING","58","0","0","0","13"
"SMCOG10800","TAILORING","69","0","0","0","2"
"SMCOG10801","OTHER","0","26","0","0","45"
"SMCOG10802","OTHER","3","0","0","0","68"
"SMCOG10803","OTHER","5","0","0","0","66"
"SMCOG10804","TRANSPORT","0","34","0","0","37"
"SMCOG10805","OTHER","0","0","0","0","71"
"SMCOG10806","TRANSPORT","0","36","0","0","35"
"SMCOG10807","TAILORING","63","0","0","0","8"
"SMCOG10808","TAILORING","38","0","0","0","33"
"SMCOG10809","REGULATOR","0","0","0","68","3"
"SMCOG10810","OTHER","0","0","0","0","71"
"SMCOG10811","TAILORING","40","0","0","0","30"
"SMCOG10812","OTHER","1","11","0","0","58"
"SMCOG10813","OTHER","0","0","0","2","68"
"SMCOG10814","TRANSPORT","0","64","0","0","6"
"SMCOG10815","CORE","0","0","36","0","34"
"SMCOG10816","OTHER","1","0","0","0","69"
"SMCOG10817","TAILORING","56","0","0","0","14"
"SMCOG10818","TAILORING","39","0","0","0","31"
"SMCOG10819","OTHER","0","0","0","0","70"
"SMCOG10820","CORE","5","0","41","0","22"
"SMCOG10821","TAILORING","55","0","0","0","15"
"SMCOG10822","OTHER","1","0","0","0","69"
"SMCOG10823","TAILORING","69","0","0","0","1"
"SMCOG10824","OTHER","13","0","0","5","52"
"SMCOG10825","CORE","3","0","52","0","14"
"SMCOG10826","OTHER","5","0","1","0","63"
"SMCOG10827","OTHER","1","0","0","1","67"
"SMCOG10828","TAILORING","61","0","0","0","8"
"SMCOG10829","OTHER","0","1","0","0","68"
"SMCOG10830","OTHER","0","0","0","0","69"
"SMCOG10831","OTHER","8","0","0","0","61"
"SMCOG10832","CORE","0","0","43","0","26"
"SMCOG10833","OTHER","0","0","0","0","69"
"SMCOG10834","OTHER","0","0","0","0","69"
"SMCOG10835","OTHER","1","0","0","0","68"
"SMCOG10836","OTHER","1","0","0","0","68"
"SMCOG10837","OTHER","0","0","21","0","47"
"SMCOG10838","OTHER","0","0","0","0","68"
"SMCOG10839","OTHER","0","0","0","0","68"
"SMCOG10840","OTHER","0","27","0","0","41"
"SMCOG10841","REGULATOR","0","0","0","64","4"
"SMCOG10842","OTHER","0","0","0","0","68"
"SMCOG10843","TAILORING","64","0","0","0","4"
"SMCOG10844","OTHER","2","0","0","0","66"
"SMCOG10845","OTHER","0","0","0","15","53"
"SMCOG10846","TAILORING","65","0","0","0","3"
"SMCOG10847","REGULATOR","0","0","0","61","7"
"SMCOG10848","TAILORING","30","0","0","0","38"
"SMCOG10849","TAILORING","37","0","0","0","31"
"SMCOG10850","OTHER","0","0","0","0","68"
"SMCOG10851","OTHER","0","0","1","0","67"
"SMCOG10852","OTHER","0","0","0","0","68"
"SMCOG10853","OTHER","11","0","0","0","56"
"SMCOG10854","OTHER","1","0","0","0","66"
"SMCOG10855","OTHER","4","0","0","0","63"
"SMCOG10856","REGULATOR","0","0","0","57","10"
"SMCOG10857","TRANSPORT","0","57","0","0","10"
"SMCOG10858","OTHER","11","0","0","0","56"
"SMCOG10859","OTHER","0","12","0","1","54"
"SMCOG10860","TAILORING","28","0","0","0","39"
"SMCOG10861","REGULATOR","0","0","0","67","0"
"SMCOG10862","OTHER","4","0","0","0","63"
"SMCOG10863","OTHER","0","0","0","0","67"
"SMCOG10864","OTHER","0","0","0","0","67"
"SMCOG10865","OTHER","16","0","0","0","50"
"SMCOG10866","OTHER","0","0","0","0","66"
"SMCOG10867","CORE","10","0","32","0","23"
"SMCOG10868","OTHER","0","1","0","0","65"
"SMCOG10869","OTHER","0","0","0","0","66"
"SMCOG10870","OTHER","10","0","0","0","56"
"SMCOG10871","OTHER","0","0","0","0","66"
"SMCOG10872","OTHER","0","0","0","0","66"
"SMCOG10873","TAILORING","65","0","0","0","1"
"SMCOG10874","REGULATOR","0","0","0","57","9"
"SMCOG10875","OTHER","3","0","0","0","63"
"SMCOG10876","TAILORING","58","0","0","2","6"
"SMCOG10877","OTHER","0","0","0","0","66"
"SMCOG10878","OTHER","0","0","0","0","65"
"SMCOG10879","OTHER","0","2","0","1","62"
"SMCOG10880","TRANSPORT","0","60","0","0","5"
"SMCOG10881","OTHER","1","0","0","0","64"
"SMCOG10882","TAILORING","50","0","0","0","15"
"SMCOG10883","OTHER","0","0","0","0","65"
"SMCOG10884","OTHER","0","0","0","0","65"
"SMCOG10885","TRANSPORT","2","40","0","0","22"
"SMCOG10886","OTHER","0","5","0","0","60"
"SMCOG10887","OTHER","0","0","0","23","42"
"SMCOG10888","TRANSPORT","0","38","0","0","27"
"SMCOG10889","TAILORING","29","0","0","0","36"
"SMCOG10890","OTHER","0","0","0","0","65"
"SMCOG10891","OTHER","9","0","0","0","56"
"SMCOG10892","OTHER","0","0","0","0","65"
"SMCOG10893","OTHER","0","0","14","0","51"
"SMCOG10894","OTHER","0","0","0","0","65"
"SMCOG10895","OTHER","4","0","0","10","51"
"SMCOG10896","OTHER","23","0","0","0","42"
"SMCOG10897","TAILORING","53","0","0","0","12"
"SMCOG10898","REGULATOR","0","0","0","38","27"
"SMCOG10899","TAILORING","55","0","0","0","9"
"SMCOG10900","OTHER","0","0","0","0","64"
"SMCOG10901","OTHER","1","0","0","1","62"
"SMCOG10902","TAILORING","37","0","0","0","27"
"SMCOG10903","OTHER","22","0","0","0","42"
"SMCOG10904","OTHER","1","0","0","0","63"
"SMCOG10905","TRANSPORT","0","52","0","0","12"
"SMCOG10906","TRANSPORT","0","52","0","2","10"
"SMCOG10907","OTHER","0","0","0","0","64"
"SMCOG10908","OTHER","6","0","0","2","56"
"SMCOG10909","OTHER","0","0","0","0","64"
"SMCOG10910","OTHER","1","0","0","0","62"
"SMCOG10911","OTHER","0","0","0","0","63"
"SMCOG10912","OTHER","0","0","0","17","46"
"SMCOG10913","CORE","3","0","41","0","19"
"SMCOG10914","TAILORING","37","0","0","0","26"
"SMCOG10915","OTHER","0","0","0","1","62"
"SMCOG10916","TAILORING","61","0","0","0","2"
"SMCOG10917","TAILORING","56","0","0","0","7"
"SMCOG10918","TAILORING","58","0","0","0","5"
"SMCOG10919","OTHER","0","0","0","0","63"
"SMCOG10920","OTHER","0","0","0","5","58"
"SMCOG10921","TAILORING","62","0","0","0","1"
"SMCOG10922","OTHER","0","0","0","0","63"
"SMCOG10923","OTHER","13","0","7","0","42"
"SMCOG10924","OTHER","17","0","0","7","38"
"SMCOG10925","OTHER","24","0","0","0","38"
"SMCOG10926","OTHER","0","0","0","24","38"
"SMCOG10927","TAILORING","30","0","0","0","32"
"SMCOG10928","REGULATOR","0","0","0","59","3"
"SMCOG10929","OTHER","0","0","0","0","62"
"SMCOG10930","OTHER","12","0","0","0","50"
"SMCOG10931","TAILORING","52","0","0","2","8"
"SMCOG10932","TAILORING","41","0","0","0","21"
"SMCOG10933","OTHER","0","0","0","8","54"
"SMCOG10934","OTHER","1","0","21","0","40"
"SMCOG10935","OTHER","22","0","0","0","40"
"SMCOG10936","OTHER","0","0","0","0","62"
"SMCOG10937","OTHER","0","0","11","2","49"
"SMCOG10938","OTHER","8","0","0","0","53"
"SMCOG10939","TAILORING","30","0","0","0","31"
"SMCOG10940","OTHER","0","20","0","0","41"
"SMCOG10941","OTHER","0","0","0","0","61"
"SMCOG10942","TAILORING","47","0","0","0","14"
"SMCOG10943","TAILORING","37","0","0","0","24"
"SMCOG10944","CORE","0","0","27","0","34"
"SMCOG10945","OTHER","4","0","0","0","57"
"SMCOG10946","OTHER","0","0","0","4","57"
"SMCOG10947","OTHER","10","0","0","0","51"
"SMCOG10948","REGULATOR","0","0","0","59","2"
"SMCOG10949","OTHER","0","0","0","3","58"
"SMCOG10950","OTHER","11","0","0","0","50"
"SMCOG10951","OTHER","19","0","0","0","42"
"SMCOG10952","TAILORING","48","0","0","0","13"
"SMCOG10953","TAILORING","58","0","0","0","3"
"SMCOG10954","OTHER","0","4","0","0","57"
"SMCOG10955","OTHER","0","0","0","0","61"
"SMCOG10956","OTHER","0","0","0","0","61"
"SMCOG10957","TAILORING","54","0","0","0","6"
"SMCOG10958","TAILORING","42","0","0","0","18"
"SMCOG10959","OTHER","0","0","0","0","60"
"SMCOG10960","OTHER","0","0","1","0","59"
"SMCOG10961","TAILORING/CORE","31","0","16","0","13"
"SMCOG10962","TAILORING","50","0","1","0","9"
"SMCOG10963","OTHER","0","0","0","0","60"
"SMCOG10964","OTHER","0","0","0","0","60"
"SMCOG10965","OTHER","0","0","0","0","60"
"SMCOG10966","TRANSPORT","0","30","0","0","30"
"SMCOG10967","OTHER","1","0","0","0","59"
"SMCOG10968","OTHER","1","0","0","0","59"
"SMCOG10969","OTHER","3","0","0","0","57"
"SMCOG10970","OTHER","0","21","0","0","39"
"SMCOG10971","REGULATOR","0","0","0","50","10"
"SMCOG10972","REGULATOR","0","0","0","42","18"
"SMCOG10973","OTHER","0","14","0","0","46"
"SMCOG10974","TAILORING","29","0","0","0","31"
"SMCOG10975","OTHER","0","0","0","0","60"
"SMCOG10976","CORE/TAILORING","18","0","35","0","7"
"SMCOG10977","OTHER","0","0","0","0","60"
"SMCOG10978","TRANSPORT","0","41","0","0","18"
"SMCOG10979","OTHER","0","15","0","0","44"
"SMCOG10980","CORE","0","0","42","0","17"
"SMCOG10981","TAILORING","51","0","0","0","8"
"SMCOG10982","OTHER","0","0","0","0","59"
"SMCOG10983","OTHER","12","0","0","0","47"
"SMCOG10984","OTHER","1","0","0","0","58"
"SMCOG10985","TRANSPORT","0","24","0","0","35"
"SMCOG10986","OTHER","0","0","0","0","59"
"SMCOG10987","OTHER","0","0","0","0","59"
"SMCOG10988","OTHER","1","0","0","0","58"
"SMCOG10989","OTHER","0","0","0","0","59"
"SMCOG10990","CORE","0","0","31","0","27"
"SMCOG10991","TAILORING","54","0","0","0","4"
"SMCOG10992","OTHER","0","0","0","0","58"
"SMCOG10993","OTHER","23","0","0","0","35"
"SMCOG10994","OTHER","21","0","0","0","37"
"SMCOG10995","OTHER","0","0","0","0","58"
"SMCOG10996","OTHER","0","0","0","0","58"
"SMCOG10997","OTHER","0","0","0","0","58"
"SMCOG10998","OTHER","0","0","0","0","58"
"SMCOG10999","REGULATOR","0","0","0","34","24"
"SMCOG11000","TAILORING","45","0","0","0","13"
